menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code
Spicy Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,a038a3e0,84d21d5a,a9514f88
Spicy Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,f6e1577a,84d21d5a,a9514f88
Spicy Popcorn Chicken Extra Large,Popcorn Chicken,Chicken,,,,,7995e04a,84d21d5a,a9514f88
Spicy Popcorn Chicken King Size,Popcorn Chicken,Chicken,,,,,fbce051b,84d21d5a,a9514f88
Spicy Popcorn Chicken Family Size,Popcorn Chicken,Chicken,,,,,cb726db2,84d21d5a,a9514f88
4-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,603f3a64,84d21d5a,a9514f88
6-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,b292c575,84d21d5a,a9514f88
8-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,42cb231e,84d21d5a,a9514f88
10-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,73a56acd,84d21d5a,a9514f88
12-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,af499aa9,84d21d5a,a9514f88
15-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,4528c779,84d21d5a,a9514f88
20-piece Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,7610d563,84d21d5a,a9514f88
Spicy Popcorn Chicken Combo,Popcorn Chicken,Chicken,,,,,28627208,84d21d5a,a9514f88
Spicy Popcorn Chicken Value Meal,Popcorn Chicken,Chicken,,,,,03c68397,84d21d5a,a9514f88
Spicy Popcorn Chicken Deluxe Meal,Popcorn Chicken,Chicken,,,,,3d853011,84d21d5a,a9514f88
Spicy Popcorn Chicken Family Meal,Popcorn Chicken,Chicken,,,,,25af91a0,84d21d5a,a9514f88
Grilled Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,5fb6a972,84d21d5a,a9514f88
Fried Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,f4b24919,84d21d5a,a9514f88
Baked Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,4662ca1c,84d21d5a,a9514f88
Fresh Spicy Popcorn Chicken,Popcorn Chicken,Chicken,,,,,2a47dcab,84d21d5a,a9514f88
Spicy Popcorn Chicken Extra Crispy,Popcorn Chicken,Chicken,,,,,7633402a,84d21d5a,a9514f88
Spicy Popcorn Chicken No Mayo,Popcorn Chicken,Chicken,,,,,a75c399e,84d21d5a,a9514f88
Spicy Popcorn Chicken Extra Cheese,Popcorn Chicken,Chicken,,,,,085da0fe,84d21d5a,a9514f88
Spicy Popcorn Chicken Spicy,Popcorn Chicken,Chicken,,,,,04a18fcf,84d21d5a,a9514f88
Spicy Popcorn Chicken Mild,Popcorn Chicken,Chicken,,,,,c8e53530,84d21d5a,a9514f88
Spicy Popcorn Chicken BBQ,Popcorn Chicken,Chicken,,,,,246c9edc,84d21d5a,a9514f88
4-piece Spicy Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,3330ec9b,84d21d5a,a9514f88
6-piece Spicy Popcorn Chicken Small,Popcorn Chicken,Chicken,,,,,887810f3,84d21d5a,a9514f88
4-piece Spicy Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,7087383e,84d21d5a,a9514f88
6-piece Spicy Popcorn Chicken Medium,Popcorn Chicken,Chicken,,,,,7b91e09c,84d21d5a,a9514f88
4-piece Spicy Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,3f51fb39,84d21d5a,a9514f88
6-piece Spicy Popcorn Chicken Large,Popcorn Chicken,Chicken,,,,,294d20a0,84d21d5a,a9514f88
Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,92a62f21,e6ccc454,a9514f88
Spicy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,73aaa258,e6ccc454,a9514f88
Spicy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,6ae2c7a9,e6ccc454,a9514f88
Spicy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,afb97b81,e6ccc454,a9514f88
Spicy Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,,,,,9f70f3b5,e6ccc454,a9514f88
Spicy Chicken Sandwich King Size,Chicken Sandwich,Chicken,,,,,5a591c65,e6ccc454,a9514f88
Spicy Chicken Sandwich Family Size,Chicken Sandwich,Chicken,,,,,e8fd1815,e6ccc454,a9514f88
4-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,50c7a30e,e6ccc454,a9514f88
6-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,fe2305f9,e6ccc454,a9514f88
8-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1d66c4a7,e6ccc454,a9514f88
10-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,6865878c,e6ccc454,a9514f88
12-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,3afb7504,e6ccc454,a9514f88
15-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,4d1f4c66,e6ccc454,a9514f88
20-piece Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,429219de,e6ccc454,a9514f88
Spicy Chicken Sandwich Combo,Chicken Sandwich,Chicken,,,,,41a24511,e6ccc454,a9514f88
Spicy Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,,,,,afa38986,e6ccc454,a9514f88
Spicy Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,,,,,9c94d5d0,e6ccc454,a9514f88
Spicy Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,,,,,63da8c4b,e6ccc454,a9514f88
Grilled Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,06108d9f,e6ccc454,a9514f88
Fried Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,6f540998,e6ccc454,a9514f88
Baked Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,7401bacf,e6ccc454,a9514f88
Fresh Spicy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,50dbe8f7,e6ccc454,a9514f88
Spicy Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,,,,,64c4233e,e6ccc454,a9514f88
Spicy Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,,,,,5db5dcae,e6ccc454,a9514f88
Spicy Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,,,,,0fabf04e,e6ccc454,a9514f88
Spicy Chicken Sandwich Spicy,Chicken Sandwich,Chicken,,,,,2e521dc5,e6ccc454,a9514f88
Spicy Chicken Sandwich Mild,Chicken Sandwich,Chicken,,,,,dd0ebf3b,e6ccc454,a9514f88
Spicy Chicken Sandwich BBQ,Chicken Sandwich,Chicken,,,,,2c15210b,e6ccc454,a9514f88
4-piece Spicy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,e0088ea9,e6ccc454,a9514f88
6-piece Spicy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,2123087e,e6ccc454,a9514f88
4-piece Spicy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,a77368d9,e6ccc454,a9514f88
6-piece Spicy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,8a8a8b7e,e6ccc454,a9514f88
4-piece Spicy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,669a36ac,e6ccc454,a9514f88
6-piece Spicy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,f7b48e68,e6ccc454,a9514f88
Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,d0aed889,e6ccc454,a9514f88
Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,f390caef,e6ccc454,a9514f88
Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,8b8b0660,e6ccc454,a9514f88
Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,1e1a58c8,e6ccc454,a9514f88
Grilled Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,,,,,cc76f92c,e6ccc454,a9514f88
Grilled Chicken Sandwich King Size,Chicken Sandwich,Chicken,,,,,443ccaf6,e6ccc454,a9514f88
Grilled Chicken Sandwich Family Size,Chicken Sandwich,Chicken,,,,,0be259fb,e6ccc454,a9514f88
4-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,57b734c4,e6ccc454,a9514f88
6-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,69e4b5d0,e6ccc454,a9514f88
8-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,f1f91891,e6ccc454,a9514f88
10-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,7be0164f,e6ccc454,a9514f88
12-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,7fbd7741,e6ccc454,a9514f88
15-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,e5376c32,e6ccc454,a9514f88
20-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1956a04c,e6ccc454,a9514f88
Grilled Chicken Sandwich Combo,Chicken Sandwich,Chicken,,,,,b0850193,e6ccc454,a9514f88
Grilled Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,,,,,98d2ddce,e6ccc454,a9514f88
Grilled Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,,,,,07a864fc,e6ccc454,a9514f88
Grilled Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,,,,,5c443db0,e6ccc454,a9514f88
Grilled Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,4a988aeb,e6ccc454,a9514f88
Fried Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,b19624aa,e6ccc454,a9514f88
Baked Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,c3abbfe8,e6ccc454,a9514f88
Fresh Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,dd4d1d1e,e6ccc454,a9514f88
Grilled Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,,,,,dcaafec4,e6ccc454,a9514f88
Grilled Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,,,,,3b11e3da,e6ccc454,a9514f88
Grilled Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,,,,,1a32ee7a,e6ccc454,a9514f88
Grilled Chicken Sandwich Spicy,Chicken Sandwich,Chicken,,,,,a6502782,e6ccc454,a9514f88
Grilled Chicken Sandwich Mild,Chicken Sandwich,Chicken,,,,,8919fcc3,e6ccc454,a9514f88
Grilled Chicken Sandwich BBQ,Chicken Sandwich,Chicken,,,,,77d2747b,e6ccc454,a9514f88
4-piece Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,d67b5448,e6ccc454,a9514f88
6-piece Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,9c7db7bd,e6ccc454,a9514f88
4-piece Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,d1b3aade,e6ccc454,a9514f88
6-piece Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,8e0cab45,e6ccc454,a9514f88
4-piece Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,850ef0f9,e6ccc454,a9514f88
6-piece Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,a0584cc9,e6ccc454,a9514f88
Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,7050bc60,e6ccc454,a9514f88
Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,7c64717b,e6ccc454,a9514f88
Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,e116bcc2,e6ccc454,a9514f88
Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,57d5ba69,e6ccc454,a9514f88
Crispy Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,,,,,1afadde6,e6ccc454,a9514f88
Crispy Chicken Sandwich King Size,Chicken Sandwich,Chicken,,,,,cab5d900,e6ccc454,a9514f88
Crispy Chicken Sandwich Family Size,Chicken Sandwich,Chicken,,,,,bd9f18e3,e6ccc454,a9514f88
4-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1f2948e0,e6ccc454,a9514f88
6-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,c2eeed72,e6ccc454,a9514f88
8-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,516964c3,e6ccc454,a9514f88
10-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,05be2506,e6ccc454,a9514f88
12-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,a3a44ccd,e6ccc454,a9514f88
15-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,ad46340f,e6ccc454,a9514f88
20-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,78d8a02c,e6ccc454,a9514f88
Crispy Chicken Sandwich Combo,Chicken Sandwich,Chicken,,,,,8c8af306,e6ccc454,a9514f88
Crispy Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,,,,,2c52168b,e6ccc454,a9514f88
Crispy Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,,,,,32466a48,e6ccc454,a9514f88
Crispy Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,,,,,e999045b,e6ccc454,a9514f88
Grilled Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,23e9f15c,e6ccc454,a9514f88
Fried Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,88b5616c,e6ccc454,a9514f88
Baked Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,e7d5c3aa,e6ccc454,a9514f88
Fresh Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,9f58bb5c,e6ccc454,a9514f88
Crispy Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,,,,,6b903627,e6ccc454,a9514f88
Crispy Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,,,,,2421fc1e,e6ccc454,a9514f88
Crispy Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,,,,,98e9ee80,e6ccc454,a9514f88
Crispy Chicken Sandwich Spicy,Chicken Sandwich,Chicken,,,,,354a192e,e6ccc454,a9514f88
Crispy Chicken Sandwich Mild,Chicken Sandwich,Chicken,,,,,8c96a13b,e6ccc454,a9514f88
Crispy Chicken Sandwich BBQ,Chicken Sandwich,Chicken,,,,,927cca82,e6ccc454,a9514f88
4-piece Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,a4bccd93,e6ccc454,a9514f88
6-piece Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,41b71f79,e6ccc454,a9514f88
4-piece Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,a8f22c35,e6ccc454,a9514f88
6-piece Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,f1305793,e6ccc454,a9514f88
4-piece Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,b6b7b81f,e6ccc454,a9514f88
6-piece Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,aa20206d,e6ccc454,a9514f88
Spicy Nuggets,Nuggets,Chicken,,,,,d6def856,6e672e33,a9514f88
Spicy Nuggets Small,Nuggets,Chicken,,,,,f08c3a50,6e672e33,a9514f88
Spicy Nuggets Medium,Nuggets,Chicken,,,,,47e37702,6e672e33,a9514f88
Spicy Nuggets Large,Nuggets,Chicken,,,,,19c267f9,6e672e33,a9514f88
Spicy Nuggets Extra Large,Nuggets,Chicken,,,,,3be70941,6e672e33,a9514f88
Spicy Nuggets King Size,Nuggets,Chicken,,,,,dc5cf068,6e672e33,a9514f88
Spicy Nuggets Family Size,Nuggets,Chicken,,,,,b465cd61,6e672e33,a9514f88
4-piece Spicy Nuggets,Nuggets,Chicken,,,,,4a1b5e81,6e672e33,a9514f88
6-piece Spicy Nuggets,Nuggets,Chicken,,,,,cb01d47e,6e672e33,a9514f88
8-piece Spicy Nuggets,Nuggets,Chicken,,,,,890459c5,6e672e33,a9514f88
10-piece Spicy Nuggets,Nuggets,Chicken,,,,,b8bad401,6e672e33,a9514f88
12-piece Spicy Nuggets,Nuggets,Chicken,,,,,aea0f9aa,6e672e33,a9514f88
15-piece Spicy Nuggets,Nuggets,Chicken,,,,,0064e541,6e672e33,a9514f88
20-piece Spicy Nuggets,Nuggets,Chicken,,,,,196dae6f,6e672e33,a9514f88
Spicy Nuggets Combo,Nuggets,Chicken,,,,,1a027fba,6e672e33,a9514f88
Spicy Nuggets Value Meal,Nuggets,Chicken,,,,,c08879d9,6e672e33,a9514f88
Spicy Nuggets Deluxe Meal,Nuggets,Chicken,,,,,432543e7,6e672e33,a9514f88
Spicy Nuggets Family Meal,Nuggets,Chicken,,,,,539feebb,6e672e33,a9514f88
Grilled Spicy Nuggets,Nuggets,Chicken,,,,,5bc19353,6e672e33,a9514f88
Fried Spicy Nuggets,Nuggets,Chicken,,,,,83d4529d,6e672e33,a9514f88
Baked Spicy Nuggets,Nuggets,Chicken,,,,,12370062,6e672e33,a9514f88
Fresh Spicy Nuggets,Nuggets,Chicken,,,,,1887f138,6e672e33,a9514f88
Spicy Nuggets Extra Crispy,Nuggets,Chicken,,,,,2d812817,6e672e33,a9514f88
Spicy Nuggets No Mayo,Nuggets,Chicken,,,,,dfc77cf6,6e672e33,a9514f88
Spicy Nuggets Extra Cheese,Nuggets,Chicken,,,,,a4de2f86,6e672e33,a9514f88
Spicy Nuggets Spicy,Nuggets,Chicken,,,,,8afb3de6,6e672e33,a9514f88
Spicy Nuggets Mild,Nuggets,Chicken,,,,,edfa4875,6e672e33,a9514f88
Spicy Nuggets BBQ,Nuggets,Chicken,,,,,40229a11,6e672e33,a9514f88
4-piece Spicy Nuggets Small,Nuggets,Chicken,,,,,58515b10,6e672e33,a9514f88
6-piece Spicy Nuggets Small,Nuggets,Chicken,,,,,e9c88fa8,6e672e33,a9514f88
4-piece Spicy Nuggets Medium,Nuggets,Chicken,,,,,e1316907,6e672e33,a9514f88
6-piece Spicy Nuggets Medium,Nuggets,Chicken,,,,,3e575455,6e672e33,a9514f88
4-piece Spicy Nuggets Large,Nuggets,Chicken,,,,,39d18875,6e672e33,a9514f88
6-piece Spicy Nuggets Large,Nuggets,Chicken,,,,,848cd881,6e672e33,a9514f88
Regular Nuggets,Nuggets,Chicken,,,,,c244ffe3,6e672e33,a9514f88
Regular Nuggets Small,Nuggets,Chicken,,,,,53c10e4c,6e672e33,a9514f88
Regular Nuggets Medium,Nuggets,Chicken,,,,,db78f772,6e672e33,a9514f88
Regular Nuggets Large,Nuggets,Chicken,,,,,1e0d1692,6e672e33,a9514f88
Regular Nuggets Extra Large,Nuggets,Chicken,,,,,2b1a3dc9,6e672e33,a9514f88
Regular Nuggets King Size,Nuggets,Chicken,,,,,68cf04d1,6e672e33,a9514f88
Regular Nuggets Family Size,Nuggets,Chicken,,,,,be7be640,6e672e33,a9514f88
4-piece Regular Nuggets,Nuggets,Chicken,,,,,e6a33818,6e672e33,a9514f88
6-piece Regular Nuggets,Nuggets,Chicken,,,,,b84da0be,6e672e33,a9514f88
8-piece Regular Nuggets,Nuggets,Chicken,,,,,d2336ab9,6e672e33,a9514f88
10-piece Regular Nuggets,Nuggets,Chicken,,,,,806249a5,6e672e33,a9514f88
12-piece Regular Nuggets,Nuggets,Chicken,,,,,b6861e54,6e672e33,a9514f88
15-piece Regular Nuggets,Nuggets,Chicken,,,,,d6fff77f,6e672e33,a9514f88
20-piece Regular Nuggets,Nuggets,Chicken,,,,,e32fd604,6e672e33,a9514f88
Regular Nuggets Combo,Nuggets,Chicken,,,,,2064ceff,6e672e33,a9514f88
Regular Nuggets Value Meal,Nuggets,Chicken,,,,,61d53304,6e672e33,a9514f88
Regular Nuggets Deluxe Meal,Nuggets,Chicken,,,,,98881228,6e672e33,a9514f88
Regular Nuggets Family Meal,Nuggets,Chicken,,,,,f1e3a1be,6e672e33,a9514f88
Grilled Regular Nuggets,Nuggets,Chicken,,,,,0003e6ea,6e672e33,a9514f88
Fried Regular Nuggets,Nuggets,Chicken,,,,,74e8bf29,6e672e33,a9514f88
Baked Regular Nuggets,Nuggets,Chicken,,,,,6f40f478,6e672e33,a9514f88
Fresh Regular Nuggets,Nuggets,Chicken,,,,,105f5b70,6e672e33,a9514f88
Regular Nuggets Extra Crispy,Nuggets,Chicken,,,,,2a606cb4,6e672e33,a9514f88
Regular Nuggets No Mayo,Nuggets,Chicken,,,,,9c5f7dc2,6e672e33,a9514f88
Regular Nuggets Extra Cheese,Nuggets,Chicken,,,,,593251b9,6e672e33,a9514f88
Regular Nuggets Spicy,Nuggets,Chicken,,,,,fbae674d,6e672e33,a9514f88
Regular Nuggets Mild,Nuggets,Chicken,,,,,990c3458,6e672e33,a9514f88
Regular Nuggets BBQ,Nuggets,Chicken,,,,,e96db024,6e672e33,a9514f88
4-piece Regular Nuggets Small,Nuggets,Chicken,,,,,440344ab,6e672e33,a9514f88
6-piece Regular Nuggets Small,Nuggets,Chicken,,,,,b394f586,6e672e33,a9514f88
4-piece Regular Nuggets Medium,Nuggets,Chicken,,,,,01f7700e,6e672e33,a9514f88
6-piece Regular Nuggets Medium,Nuggets,Chicken,,,,,220818d3,6e672e33,a9514f88
4-piece Regular Nuggets Large,Nuggets,Chicken,,,,,0c3492a6,6e672e33,a9514f88
6-piece Regular Nuggets Large,Nuggets,Chicken,,,,,98fb1f60,6e672e33,a9514f88
Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,22969aa1,c6b7ef02,a9514f88
Grilled Chicken Wrap Small,Chicken Wrap,Chicken,,,,,41c71b68,c6b7ef02,a9514f88
Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,8cc61352,c6b7ef02,a9514f88
Grilled Chicken Wrap Large,Chicken Wrap,Chicken,,,,,7c26770a,c6b7ef02,a9514f88
Grilled Chicken Wrap Extra Large,Chicken Wrap,Chicken,,,,,3841579e,c6b7ef02,a9514f88
Grilled Chicken Wrap King Size,Chicken Wrap,Chicken,,,,,da971362,c6b7ef02,a9514f88
Grilled Chicken Wrap Family Size,Chicken Wrap,Chicken,,,,,ae0507c7,c6b7ef02,a9514f88
4-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,2deba7fa,c6b7ef02,a9514f88
6-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,e996c923,c6b7ef02,a9514f88
8-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,6357b607,c6b7ef02,a9514f88
10-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,08fee03f,c6b7ef02,a9514f88
12-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,a15b6998,c6b7ef02,a9514f88
15-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,7567f8cc,c6b7ef02,a9514f88
20-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,0c3cf13c,c6b7ef02,a9514f88
Grilled Chicken Wrap Combo,Chicken Wrap,Chicken,,,,,90c05b3b,c6b7ef02,a9514f88
Grilled Chicken Wrap Value Meal,Chicken Wrap,Chicken,,,,,0966433e,c6b7ef02,a9514f88
Grilled Chicken Wrap Deluxe Meal,Chicken Wrap,Chicken,,,,,2a4478b4,c6b7ef02,a9514f88
Grilled Chicken Wrap Family Meal,Chicken Wrap,Chicken,,,,,aa8ef981,c6b7ef02,a9514f88
Grilled Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,a84c4dfd,c6b7ef02,a9514f88
Fried Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,1bd50986,c6b7ef02,a9514f88
Baked Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,90f468ab,c6b7ef02,a9514f88
Fresh Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,fd33312f,c6b7ef02,a9514f88
Grilled Chicken Wrap Extra Crispy,Chicken Wrap,Chicken,,,,,fb931faf,c6b7ef02,a9514f88
Grilled Chicken Wrap No Mayo,Chicken Wrap,Chicken,,,,,98f5e6e5,c6b7ef02,a9514f88
Grilled Chicken Wrap Extra Cheese,Chicken Wrap,Chicken,,,,,a0a620e6,c6b7ef02,a9514f88
Grilled Chicken Wrap Spicy,Chicken Wrap,Chicken,,,,,60840701,c6b7ef02,a9514f88
Grilled Chicken Wrap Mild,Chicken Wrap,Chicken,,,,,09141e83,c6b7ef02,a9514f88
Grilled Chicken Wrap BBQ,Chicken Wrap,Chicken,,,,,a399e17b,c6b7ef02,a9514f88
4-piece Grilled Chicken Wrap Small,Chicken Wrap,Chicken,,,,,80b8c563,c6b7ef02,a9514f88
6-piece Grilled Chicken Wrap Small,Chicken Wrap,Chicken,,,,,a45c5c0e,c6b7ef02,a9514f88
4-piece Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,f6f66669,c6b7ef02,a9514f88
6-piece Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,eadca0eb,c6b7ef02,a9514f88
4-piece Grilled Chicken Wrap Large,Chicken Wrap,Chicken,,,,,68ae81eb,c6b7ef02,a9514f88
6-piece Grilled Chicken Wrap Large,Chicken Wrap,Chicken,,,,,e209b746,c6b7ef02,a9514f88
Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,98d4b11a,c6b7ef02,a9514f88
Crispy Chicken Wrap Small,Chicken Wrap,Chicken,,,,,3c1144d2,c6b7ef02,a9514f88
Crispy Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,72edf411,c6b7ef02,a9514f88
Crispy Chicken Wrap Large,Chicken Wrap,Chicken,,,,,0a50ec6e,c6b7ef02,a9514f88
Crispy Chicken Wrap Extra Large,Chicken Wrap,Chicken,,,,,71f2c11f,c6b7ef02,a9514f88
Crispy Chicken Wrap King Size,Chicken Wrap,Chicken,,,,,13de82de,c6b7ef02,a9514f88
Crispy Chicken Wrap Family Size,Chicken Wrap,Chicken,,,,,70b54bf6,c6b7ef02,a9514f88
4-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,2e815976,c6b7ef02,a9514f88
6-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,11b2f7bc,c6b7ef02,a9514f88
8-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,d4d2b8d4,c6b7ef02,a9514f88
10-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,5e479b1f,c6b7ef02,a9514f88
12-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,5c83aae8,c6b7ef02,a9514f88
15-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,7705ebb3,c6b7ef02,a9514f88
20-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,1d305285,c6b7ef02,a9514f88
Crispy Chicken Wrap Combo,Chicken Wrap,Chicken,,,,,ba4da889,c6b7ef02,a9514f88
Crispy Chicken Wrap Value Meal,Chicken Wrap,Chicken,,,,,d337fd74,c6b7ef02,a9514f88
Crispy Chicken Wrap Deluxe Meal,Chicken Wrap,Chicken,,,,,dea259c3,c6b7ef02,a9514f88
Crispy Chicken Wrap Family Meal,Chicken Wrap,Chicken,,,,,0e4dac3e,c6b7ef02,a9514f88
Grilled Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,ded1781d,c6b7ef02,a9514f88
Fried Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,acee35cf,c6b7ef02,a9514f88
Baked Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,4a0db641,c6b7ef02,a9514f88
Fresh Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,51d9cc38,c6b7ef02,a9514f88
