menu_item,category_item,class_item,month,year,month,year
Fresh Spicy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Spicy Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,1,2010,2,2010
Spicy Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,1,2010,2,2010
Spicy Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,1,2010,2,2010
Spicy Chicken Sandwich Spicy,Chicken Sandwich,Chicken,1,2010,2,2010
Spicy Chicken Sandwich Mild,Chicken Sandwich,Chicken,1,2010,2,2010
Spicy Chicken Sandwich BBQ,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Spicy Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Spicy Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Spicy Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Spicy Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Spicy Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Spicy Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich King Size,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Family Size,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
8-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
10-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
12-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
15-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
20-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Combo,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Fried Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Baked Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Fresh Grilled Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Spicy,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich Mild,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Chicken Sandwich BBQ,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich King Size,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Family Size,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
8-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
10-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
12-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
15-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
20-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Combo,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,1,2010,2,2010
Grilled Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Fried Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Baked Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Fresh Crispy Chicken Sandwich,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Spicy,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich Mild,Chicken Sandwich,Chicken,1,2010,2,2010
Crispy Chicken Sandwich BBQ,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,1,2010,2,2010
4-piece Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
6-piece Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,1,2010,2,2010
Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Small,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Medium,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Large,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Extra Large,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets King Size,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Family Size,Nuggets,Chicken,1,2010,2,2010
4-piece Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
6-piece Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
8-piece Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
10-piece Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
12-piece Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
15-piece Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
20-piece Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Combo,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Value Meal,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Deluxe Meal,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Family Meal,Nuggets,Chicken,1,2010,2,2010
Grilled Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
Fried Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
Baked Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
Fresh Spicy Nuggets,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Extra Crispy,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets No Mayo,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Extra Cheese,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Spicy,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets Mild,Nuggets,Chicken,1,2010,2,2010
Spicy Nuggets BBQ,Nuggets,Chicken,1,2010,2,2010
4-piece Spicy Nuggets Small,Nuggets,Chicken,1,2010,2,2010
6-piece Spicy Nuggets Small,Nuggets,Chicken,1,2010,2,2010
4-piece Spicy Nuggets Medium,Nuggets,Chicken,1,2010,2,2010
6-piece Spicy Nuggets Medium,Nuggets,Chicken,1,2010,2,2010
4-piece Spicy Nuggets Large,Nuggets,Chicken,1,2010,2,2010
6-piece Spicy Nuggets Large,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Small,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Medium,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Large,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Extra Large,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets King Size,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Family Size,Nuggets,Chicken,1,2010,2,2010
4-piece Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
6-piece Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
8-piece Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
10-piece Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
12-piece Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
15-piece Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
20-piece Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Combo,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Value Meal,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Deluxe Meal,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Family Meal,Nuggets,Chicken,1,2010,2,2010
Grilled Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
Fried Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
Baked Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
Fresh Regular Nuggets,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Extra Crispy,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets No Mayo,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Extra Cheese,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Spicy,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets Mild,Nuggets,Chicken,1,2010,2,2010
Regular Nuggets BBQ,Nuggets,Chicken,1,2010,2,2010
4-piece Regular Nuggets Small,Nuggets,Chicken,1,2010,2,2010
6-piece Regular Nuggets Small,Nuggets,Chicken,1,2010,2,2010
4-piece Regular Nuggets Medium,Nuggets,Chicken,1,2010,2,2010
6-piece Regular Nuggets Medium,Nuggets,Chicken,1,2010,2,2010
4-piece Regular Nuggets Large,Nuggets,Chicken,1,2010,2,2010
6-piece Regular Nuggets Large,Nuggets,Chicken,1,2010,2,2010
Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Small,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Large,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Extra Large,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap King Size,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Family Size,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
8-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
10-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
12-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
15-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
20-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Combo,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Value Meal,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Deluxe Meal,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Family Meal,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Fried Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Baked Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Fresh Grilled Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Extra Crispy,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap No Mayo,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Extra Cheese,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Spicy,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap Mild,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Chicken Wrap BBQ,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Grilled Chicken Wrap Small,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Grilled Chicken Wrap Small,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Grilled Chicken Wrap Large,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Grilled Chicken Wrap Large,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Small,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Medium,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Large,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Extra Large,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap King Size,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Family Size,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
8-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
10-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
12-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
15-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
20-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Combo,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Value Meal,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Deluxe Meal,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Family Meal,Chicken Wrap,Chicken,1,2010,2,2010
Grilled Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Fried Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Baked Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Fresh Crispy Chicken Wrap,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Extra Crispy,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap No Mayo,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Extra Cheese,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Spicy,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap Mild,Chicken Wrap,Chicken,1,2010,2,2010
Crispy Chicken Wrap BBQ,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Crispy Chicken Wrap Small,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Crispy Chicken Wrap Small,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Crispy Chicken Wrap Medium,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Crispy Chicken Wrap Medium,Chicken Wrap,Chicken,1,2010,2,2010
4-piece Crispy Chicken Wrap Large,Chicken Wrap,Chicken,1,2010,2,2010
6-piece Crispy Chicken Wrap Large,Chicken Wrap,Chicken,1,2010,2,2010
Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Extra Large,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders King Size,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Family Size,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
8-piece Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
10-piece Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
12-piece Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
15-piece Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
20-piece Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Combo,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Value Meal,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Family Meal,Chicken Tenders,Chicken,1,2010,2,2010
Grilled Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Fried Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Baked Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Fresh Original Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders No Mayo,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Spicy,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders Mild,Chicken Tenders,Chicken,1,2010,2,2010
Original Chicken Tenders BBQ,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Original Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Original Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Original Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Original Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Original Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Original Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Extra Large,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders King Size,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Family Size,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
8-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
10-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
12-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
15-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
20-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Combo,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Value Meal,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Family Meal,Chicken Tenders,Chicken,1,2010,2,2010
Grilled Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Fried Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Baked Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Fresh Buffalo Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders No Mayo,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Spicy,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders Mild,Chicken Tenders,Chicken,1,2010,2,2010
Buffalo Chicken Tenders BBQ,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Extra Large,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders King Size,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Family Size,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
8-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
10-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
12-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
15-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
20-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Combo,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Value Meal,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Family Meal,Chicken Tenders,Chicken,1,2010,2,2010
Grilled Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Fried Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Baked Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Fresh Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders No Mayo,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Spicy,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders Mild,Chicken Tenders,Chicken,1,2010,2,2010
Honey BBQ Chicken Tenders BBQ,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,1,2010,2,2010
4-piece Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
6-piece Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,1,2010,2,2010
Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Small,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Medium,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Large,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Extra Large,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips King Size,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Family Size,Chicken Strips,Chicken,1,2010,2,2010
4-piece Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
6-piece Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
8-piece Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
10-piece Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
12-piece Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
15-piece Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
20-piece Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Combo,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Value Meal,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Deluxe Meal,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Family Meal,Chicken Strips,Chicken,1,2010,2,2010
Grilled Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
Fried Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
Baked Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
Fresh Crispy Chicken Strips,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips Extra Crispy,Chicken Strips,Chicken,1,2010,2,2010
Crispy Chicken Strips No Mayo,Chicken Strips,Chicken,1,2010,2,2010
