menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code
Grilled Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,,,,,GCSEL,CS,C
Grilled Chicken Sandwich King Size,Chicken Sandwich,Chicken,,,,,GCSKS,CS,C
Grilled Chicken Sandwich Family Size,Chicken Sandwich,Chicken,,,,,GCSFS,CS,C
4-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,4GCS,CS,C
6-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,6GCS,CS,C
8-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,8GCS,CS,C
10-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1GCS,CS,C
12-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1GCS,CS,C
15-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1GCS,CS,C
20-piece Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,2GCS,CS,C
Grilled Chicken Sandwich Combo,Chicken Sandwich,Chicken,,,,,GCSC,CS,C
Grilled Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,,,,,GCSVM,CS,C
Grilled Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,,,,,GCSDM,CS,C
Grilled Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,,,,,GCSFM,CS,C
Grilled Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,GGCS,CS,C
Fried Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,FGCS,CS,C
Baked Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,BGCS,CS,C
Fresh Grilled Chicken Sandwich,Chicken Sandwich,Chicken,,,,,FGCS,CS,C
Grilled Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,,,,,GCSEC,CS,C
Grilled Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,,,,,GCSNM,CS,C
Grilled Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,,,,,GCSEC,CS,C
Grilled Chicken Sandwich Spicy,Chicken Sandwich,Chicken,,,,,GCSS,CS,C
Grilled Chicken Sandwich Mild,Chicken Sandwich,Chicken,,,,,GCSM,CS,C
Grilled Chicken Sandwich BBQ,Chicken Sandwich,Chicken,,,,,GCSB,CS,C
4-piece Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,4GCSS,CS,C
6-piece Grilled Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,6GCSS,CS,C
4-piece Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,4GCSM,CS,C
6-piece Grilled Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,6GCSM,CS,C
4-piece Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,4GCSL,CS,C
6-piece Grilled Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,6GCSL,CS,C
Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,CCS,CS,C
Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,CCSS,CS,C
Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,CCSM,CS,C
Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,CCSL,CS,C
Crispy Chicken Sandwich Extra Large,Chicken Sandwich,Chicken,,,,,CCSEL,CS,C
Crispy Chicken Sandwich King Size,Chicken Sandwich,Chicken,,,,,CCSKS,CS,C
Crispy Chicken Sandwich Family Size,Chicken Sandwich,Chicken,,,,,CCSFS,CS,C
4-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,4CCS,CS,C
6-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,6CCS,CS,C
8-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,8CCS,CS,C
10-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1CCS,CS,C
12-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1CCS,CS,C
15-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,1CCS,CS,C
20-piece Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,2CCS,CS,C
Crispy Chicken Sandwich Combo,Chicken Sandwich,Chicken,,,,,CCSC,CS,C
Crispy Chicken Sandwich Value Meal,Chicken Sandwich,Chicken,,,,,CCSVM,CS,C
Crispy Chicken Sandwich Deluxe Meal,Chicken Sandwich,Chicken,,,,,CCSDM,CS,C
Crispy Chicken Sandwich Family Meal,Chicken Sandwich,Chicken,,,,,CCSFM,CS,C
Grilled Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,GCCS,CS,C
Fried Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,FCCS,CS,C
Baked Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,BCCS,CS,C
Fresh Crispy Chicken Sandwich,Chicken Sandwich,Chicken,,,,,FCCS,CS,C
Crispy Chicken Sandwich Extra Crispy,Chicken Sandwich,Chicken,,,,,CCSEC,CS,C
Crispy Chicken Sandwich No Mayo,Chicken Sandwich,Chicken,,,,,CCSNM,CS,C
Crispy Chicken Sandwich Extra Cheese,Chicken Sandwich,Chicken,,,,,CCSEC,CS,C
Crispy Chicken Sandwich Spicy,Chicken Sandwich,Chicken,,,,,CCSS,CS,C
Crispy Chicken Sandwich Mild,Chicken Sandwich,Chicken,,,,,CCSM,CS,C
Crispy Chicken Sandwich BBQ,Chicken Sandwich,Chicken,,,,,CCSB,CS,C
4-piece Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,4CCSS,CS,C
6-piece Crispy Chicken Sandwich Small,Chicken Sandwich,Chicken,,,,,6CCSS,CS,C
4-piece Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,4CCSM,CS,C
6-piece Crispy Chicken Sandwich Medium,Chicken Sandwich,Chicken,,,,,6CCSM,CS,C
4-piece Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,4CCSL,CS,C
6-piece Crispy Chicken Sandwich Large,Chicken Sandwich,Chicken,,,,,6CCSL,CS,C
Spicy Nuggets,Nuggets,Chicken,,,,,SN,N,C
Spicy Nuggets Small,Nuggets,Chicken,,,,,SNS,N,C
Spicy Nuggets Medium,Nuggets,Chicken,,,,,SNM,N,C
Spicy Nuggets Large,Nuggets,Chicken,,,,,SNL,N,C
Spicy Nuggets Extra Large,Nuggets,Chicken,,,,,SNEL,N,C
Spicy Nuggets King Size,Nuggets,Chicken,,,,,SNKS,N,C
Spicy Nuggets Family Size,Nuggets,Chicken,,,,,SNFS,N,C
4-piece Spicy Nuggets,Nuggets,Chicken,,,,,4SN,N,C
6-piece Spicy Nuggets,Nuggets,Chicken,,,,,6SN,N,C
8-piece Spicy Nuggets,Nuggets,Chicken,,,,,8SN,N,C
10-piece Spicy Nuggets,Nuggets,Chicken,,,,,1SN,N,C
12-piece Spicy Nuggets,Nuggets,Chicken,,,,,1SN,N,C
15-piece Spicy Nuggets,Nuggets,Chicken,,,,,1SN,N,C
20-piece Spicy Nuggets,Nuggets,Chicken,,,,,2SN,N,C
Spicy Nuggets Combo,Nuggets,Chicken,,,,,SNC,N,C
Spicy Nuggets Value Meal,Nuggets,Chicken,,,,,SNVM,N,C
Spicy Nuggets Deluxe Meal,Nuggets,Chicken,,,,,SNDM,N,C
Spicy Nuggets Family Meal,Nuggets,Chicken,,,,,SNFM,N,C
Grilled Spicy Nuggets,Nuggets,Chicken,,,,,GSN,N,C
Fried Spicy Nuggets,Nuggets,Chicken,,,,,FSN,N,C
Baked Spicy Nuggets,Nuggets,Chicken,,,,,BSN,N,C
Fresh Spicy Nuggets,Nuggets,Chicken,,,,,FSN,N,C
Spicy Nuggets Extra Crispy,Nuggets,Chicken,,,,,SNEC,N,C
Spicy Nuggets No Mayo,Nuggets,Chicken,,,,,SNNM,N,C
Spicy Nuggets Extra Cheese,Nuggets,Chicken,,,,,SNEC,N,C
Spicy Nuggets Spicy,Nuggets,Chicken,,,,,SNS,N,C
Spicy Nuggets Mild,Nuggets,Chicken,,,,,SNM,N,C
Spicy Nuggets BBQ,Nuggets,Chicken,,,,,SNB,N,C
4-piece Spicy Nuggets Small,Nuggets,Chicken,,,,,4SNS,N,C
6-piece Spicy Nuggets Small,Nuggets,Chicken,,,,,6SNS,N,C
4-piece Spicy Nuggets Medium,Nuggets,Chicken,,,,,4SNM,N,C
6-piece Spicy Nuggets Medium,Nuggets,Chicken,,,,,6SNM,N,C
4-piece Spicy Nuggets Large,Nuggets,Chicken,,,,,4SNL,N,C
6-piece Spicy Nuggets Large,Nuggets,Chicken,,,,,6SNL,N,C
Regular Nuggets,Nuggets,Chicken,,,,,RN,N,C
Regular Nuggets Small,Nuggets,Chicken,,,,,RNS,N,C
Regular Nuggets Medium,Nuggets,Chicken,,,,,RNM,N,C
Regular Nuggets Large,Nuggets,Chicken,,,,,RNL,N,C
Regular Nuggets Extra Large,Nuggets,Chicken,,,,,RNEL,N,C
Regular Nuggets King Size,Nuggets,Chicken,,,,,RNKS,N,C
Regular Nuggets Family Size,Nuggets,Chicken,,,,,RNFS,N,C
4-piece Regular Nuggets,Nuggets,Chicken,,,,,4RN,N,C
6-piece Regular Nuggets,Nuggets,Chicken,,,,,6RN,N,C
8-piece Regular Nuggets,Nuggets,Chicken,,,,,8RN,N,C
10-piece Regular Nuggets,Nuggets,Chicken,,,,,1RN,N,C
12-piece Regular Nuggets,Nuggets,Chicken,,,,,1RN,N,C
15-piece Regular Nuggets,Nuggets,Chicken,,,,,1RN,N,C
20-piece Regular Nuggets,Nuggets,Chicken,,,,,2RN,N,C
Regular Nuggets Combo,Nuggets,Chicken,,,,,RNC,N,C
Regular Nuggets Value Meal,Nuggets,Chicken,,,,,RNVM,N,C
Regular Nuggets Deluxe Meal,Nuggets,Chicken,,,,,RNDM,N,C
Regular Nuggets Family Meal,Nuggets,Chicken,,,,,RNFM,N,C
Grilled Regular Nuggets,Nuggets,Chicken,,,,,GRN,N,C
Fried Regular Nuggets,Nuggets,Chicken,,,,,FRN,N,C
Baked Regular Nuggets,Nuggets,Chicken,,,,,BRN,N,C
Fresh Regular Nuggets,Nuggets,Chicken,,,,,FRN,N,C
Regular Nuggets Extra Crispy,Nuggets,Chicken,,,,,RNEC,N,C
Regular Nuggets No Mayo,Nuggets,Chicken,,,,,RNNM,N,C
Regular Nuggets Extra Cheese,Nuggets,Chicken,,,,,RNEC,N,C
Regular Nuggets Spicy,Nuggets,Chicken,,,,,RNS,N,C
Regular Nuggets Mild,Nuggets,Chicken,,,,,RNM,N,C
Regular Nuggets BBQ,Nuggets,Chicken,,,,,RNB,N,C
4-piece Regular Nuggets Small,Nuggets,Chicken,,,,,4RNS,N,C
6-piece Regular Nuggets Small,Nuggets,Chicken,,,,,6RNS,N,C
4-piece Regular Nuggets Medium,Nuggets,Chicken,,,,,4RNM,N,C
6-piece Regular Nuggets Medium,Nuggets,Chicken,,,,,6RNM,N,C
4-piece Regular Nuggets Large,Nuggets,Chicken,,,,,4RNL,N,C
6-piece Regular Nuggets Large,Nuggets,Chicken,,,,,6RNL,N,C
Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,GCW,CW,C
Grilled Chicken Wrap Small,Chicken Wrap,Chicken,,,,,GCWS,CW,C
Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,GCWM,CW,C
Grilled Chicken Wrap Large,Chicken Wrap,Chicken,,,,,GCWL,CW,C
Grilled Chicken Wrap Extra Large,Chicken Wrap,Chicken,,,,,GCWEL,CW,C
Grilled Chicken Wrap King Size,Chicken Wrap,Chicken,,,,,GCWKS,CW,C
Grilled Chicken Wrap Family Size,Chicken Wrap,Chicken,,,,,GCWFS,CW,C
4-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,4GCW,CW,C
6-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,6GCW,CW,C
8-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,8GCW,CW,C
10-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,1GCW,CW,C
12-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,1GCW,CW,C
15-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,1GCW,CW,C
20-piece Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,2GCW,CW,C
Grilled Chicken Wrap Combo,Chicken Wrap,Chicken,,,,,GCWC,CW,C
Grilled Chicken Wrap Value Meal,Chicken Wrap,Chicken,,,,,GCWVM,CW,C
Grilled Chicken Wrap Deluxe Meal,Chicken Wrap,Chicken,,,,,GCWDM,CW,C
Grilled Chicken Wrap Family Meal,Chicken Wrap,Chicken,,,,,GCWFM,CW,C
Grilled Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,GGCW,CW,C
Fried Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,FGCW,CW,C
Baked Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,BGCW,CW,C
Fresh Grilled Chicken Wrap,Chicken Wrap,Chicken,,,,,FGCW,CW,C
Grilled Chicken Wrap Extra Crispy,Chicken Wrap,Chicken,,,,,GCWEC,CW,C
Grilled Chicken Wrap No Mayo,Chicken Wrap,Chicken,,,,,GCWNM,CW,C
Grilled Chicken Wrap Extra Cheese,Chicken Wrap,Chicken,,,,,GCWEC,CW,C
Grilled Chicken Wrap Spicy,Chicken Wrap,Chicken,,,,,GCWS,CW,C
Grilled Chicken Wrap Mild,Chicken Wrap,Chicken,,,,,GCWM,CW,C
Grilled Chicken Wrap BBQ,Chicken Wrap,Chicken,,,,,GCWB,CW,C
4-piece Grilled Chicken Wrap Small,Chicken Wrap,Chicken,,,,,4GCWS,CW,C
6-piece Grilled Chicken Wrap Small,Chicken Wrap,Chicken,,,,,6GCWS,CW,C
4-piece Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,4GCWM,CW,C
6-piece Grilled Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,6GCWM,CW,C
4-piece Grilled Chicken Wrap Large,Chicken Wrap,Chicken,,,,,4GCWL,CW,C
6-piece Grilled Chicken Wrap Large,Chicken Wrap,Chicken,,,,,6GCWL,CW,C
Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,CCW,CW,C
Crispy Chicken Wrap Small,Chicken Wrap,Chicken,,,,,CCWS,CW,C
Crispy Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,CCWM,CW,C
Crispy Chicken Wrap Large,Chicken Wrap,Chicken,,,,,CCWL,CW,C
Crispy Chicken Wrap Extra Large,Chicken Wrap,Chicken,,,,,CCWEL,CW,C
Crispy Chicken Wrap King Size,Chicken Wrap,Chicken,,,,,CCWKS,CW,C
Crispy Chicken Wrap Family Size,Chicken Wrap,Chicken,,,,,CCWFS,CW,C
4-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,4CCW,CW,C
6-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,6CCW,CW,C
8-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,8CCW,CW,C
10-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,1CCW,CW,C
12-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,1CCW,CW,C
15-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,1CCW,CW,C
20-piece Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,2CCW,CW,C
Crispy Chicken Wrap Combo,Chicken Wrap,Chicken,,,,,CCWC,CW,C
Crispy Chicken Wrap Value Meal,Chicken Wrap,Chicken,,,,,CCWVM,CW,C
Crispy Chicken Wrap Deluxe Meal,Chicken Wrap,Chicken,,,,,CCWDM,CW,C
Crispy Chicken Wrap Family Meal,Chicken Wrap,Chicken,,,,,CCWFM,CW,C
Grilled Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,GCCW,CW,C
Fried Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,FCCW,CW,C
Baked Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,BCCW,CW,C
Fresh Crispy Chicken Wrap,Chicken Wrap,Chicken,,,,,FCCW,CW,C
Crispy Chicken Wrap Extra Crispy,Chicken Wrap,Chicken,,,,,CCWEC,CW,C
Crispy Chicken Wrap No Mayo,Chicken Wrap,Chicken,,,,,CCWNM,CW,C
Crispy Chicken Wrap Extra Cheese,Chicken Wrap,Chicken,,,,,CCWEC,CW,C
Crispy Chicken Wrap Spicy,Chicken Wrap,Chicken,,,,,CCWS,CW,C
Crispy Chicken Wrap Mild,Chicken Wrap,Chicken,,,,,CCWM,CW,C
Crispy Chicken Wrap BBQ,Chicken Wrap,Chicken,,,,,CCWB,CW,C
4-piece Crispy Chicken Wrap Small,Chicken Wrap,Chicken,,,,,4CCWS,CW,C
6-piece Crispy Chicken Wrap Small,Chicken Wrap,Chicken,,,,,6CCWS,CW,C
4-piece Crispy Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,4CCWM,CW,C
6-piece Crispy Chicken Wrap Medium,Chicken Wrap,Chicken,,,,,6CCWM,CW,C
4-piece Crispy Chicken Wrap Large,Chicken Wrap,Chicken,,,,,4CCWL,CW,C
6-piece Crispy Chicken Wrap Large,Chicken Wrap,Chicken,,,,,6CCWL,CW,C
Original Chicken Tenders,Chicken Tenders,Chicken,,,,,OCT,CT,C
Original Chicken Tenders Small,Chicken Tenders,Chicken,,,,,OCTS,CT,C
Original Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,OCTM,CT,C
Original Chicken Tenders Large,Chicken Tenders,Chicken,,,,,OCTL,CT,C
Original Chicken Tenders Extra Large,Chicken Tenders,Chicken,,,,,OCTEL,CT,C
Original Chicken Tenders King Size,Chicken Tenders,Chicken,,,,,OCTKS,CT,C
Original Chicken Tenders Family Size,Chicken Tenders,Chicken,,,,,OCTFS,CT,C
4-piece Original Chicken Tenders,Chicken Tenders,Chicken,,,,,4OCT,CT,C
6-piece Original Chicken Tenders,Chicken Tenders,Chicken,,,,,6OCT,CT,C
8-piece Original Chicken Tenders,Chicken Tenders,Chicken,,,,,8OCT,CT,C
10-piece Original Chicken Tenders,Chicken Tenders,Chicken,,,,,1OCT,CT,C
12-piece Original Chicken Tenders,Chicken Tenders,Chicken,,,,,1OCT,CT,C
15-piece Original Chicken Tenders,Chicken Tenders,Chicken,,,,,1OCT,CT,C
20-piece Original Chicken Tenders,Chicken Tenders,Chicken,,,,,2OCT,CT,C
Original Chicken Tenders Combo,Chicken Tenders,Chicken,,,,,OCTC,CT,C
Original Chicken Tenders Value Meal,Chicken Tenders,Chicken,,,,,OCTVM,CT,C
Original Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,,,,,OCTDM,CT,C
Original Chicken Tenders Family Meal,Chicken Tenders,Chicken,,,,,OCTFM,CT,C
Grilled Original Chicken Tenders,Chicken Tenders,Chicken,,,,,GOCT,CT,C
Fried Original Chicken Tenders,Chicken Tenders,Chicken,,,,,FOCT,CT,C
Baked Original Chicken Tenders,Chicken Tenders,Chicken,,,,,BOCT,CT,C
Fresh Original Chicken Tenders,Chicken Tenders,Chicken,,,,,FOCT,CT,C
Original Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,,,,,OCTEC,CT,C
Original Chicken Tenders No Mayo,Chicken Tenders,Chicken,,,,,OCTNM,CT,C
Original Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,,,,,OCTEC,CT,C
Original Chicken Tenders Spicy,Chicken Tenders,Chicken,,,,,OCTS,CT,C
Original Chicken Tenders Mild,Chicken Tenders,Chicken,,,,,OCTM,CT,C
Original Chicken Tenders BBQ,Chicken Tenders,Chicken,,,,,OCTB,CT,C
4-piece Original Chicken Tenders Small,Chicken Tenders,Chicken,,,,,4OCTS,CT,C
6-piece Original Chicken Tenders Small,Chicken Tenders,Chicken,,,,,6OCTS,CT,C
4-piece Original Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,4OCTM,CT,C
6-piece Original Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,6OCTM,CT,C
4-piece Original Chicken Tenders Large,Chicken Tenders,Chicken,,,,,4OCTL,CT,C
6-piece Original Chicken Tenders Large,Chicken Tenders,Chicken,,,,,6OCTL,CT,C
Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,BCT,CT,C
Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,,,,,BCTS,CT,C
Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,BCTM,CT,C
Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,,,,,BCTL,CT,C
Buffalo Chicken Tenders Extra Large,Chicken Tenders,Chicken,,,,,BCTEL,CT,C
Buffalo Chicken Tenders King Size,Chicken Tenders,Chicken,,,,,BCTKS,CT,C
Buffalo Chicken Tenders Family Size,Chicken Tenders,Chicken,,,,,BCTFS,CT,C
4-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,4BCT,CT,C
6-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,6BCT,CT,C
8-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,8BCT,CT,C
10-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,1BCT,CT,C
12-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,1BCT,CT,C
15-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,1BCT,CT,C
20-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,2BCT,CT,C
Buffalo Chicken Tenders Combo,Chicken Tenders,Chicken,,,,,BCTC,CT,C
Buffalo Chicken Tenders Value Meal,Chicken Tenders,Chicken,,,,,BCTVM,CT,C
Buffalo Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,,,,,BCTDM,CT,C
Buffalo Chicken Tenders Family Meal,Chicken Tenders,Chicken,,,,,BCTFM,CT,C
Grilled Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,GBCT,CT,C
Fried Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,FBCT,CT,C
Baked Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,BBCT,CT,C
Fresh Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,FBCT,CT,C
Buffalo Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,,,,,BCTEC,CT,C
Buffalo Chicken Tenders No Mayo,Chicken Tenders,Chicken,,,,,BCTNM,CT,C
Buffalo Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,,,,,BCTEC,CT,C
Buffalo Chicken Tenders Spicy,Chicken Tenders,Chicken,,,,,BCTS,CT,C
Buffalo Chicken Tenders Mild,Chicken Tenders,Chicken,,,,,BCTM,CT,C
Buffalo Chicken Tenders BBQ,Chicken Tenders,Chicken,,,,,BCTB,CT,C
4-piece Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,,,,,4BCTS,CT,C
6-piece Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,,,,,6BCTS,CT,C
4-piece Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,4BCTM,CT,C
6-piece Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,6BCTM,CT,C
4-piece Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,,,,,4BCTL,CT,C
6-piece Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,,,,,6BCTL,CT,C
Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,HBCT,CT,C
Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,,,,,HBCTS,CT,C
Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,HBCTM,CT,C
Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,,,,,HBCTL,CT,C
Honey BBQ Chicken Tenders Extra Large,Chicken Tenders,Chicken,,,,,HBCTEL,CT,C
Honey BBQ Chicken Tenders King Size,Chicken Tenders,Chicken,,,,,HBCTKS,CT,C
Honey BBQ Chicken Tenders Family Size,Chicken Tenders,Chicken,,,,,HBCTFS,CT,C
4-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,4HBCT,CT,C
6-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,6HBCT,CT,C
8-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,8HBCT,CT,C
10-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,1HBCT,CT,C
12-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,1HBCT,CT,C
15-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,1HBCT,CT,C
20-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,2HBCT,CT,C
Honey BBQ Chicken Tenders Combo,Chicken Tenders,Chicken,,,,,HBCTC,CT,C
Honey BBQ Chicken Tenders Value Meal,Chicken Tenders,Chicken,,,,,HBCTVM,CT,C
Honey BBQ Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,,,,,HBCTDM,CT,C
Honey BBQ Chicken Tenders Family Meal,Chicken Tenders,Chicken,,,,,HBCTFM,CT,C
Grilled Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,GHBCT,CT,C
Fried Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,FHBCT,CT,C
Baked Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,BHBCT,CT,C
Fresh Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,FHBCT,CT,C
Honey BBQ Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,,,,,HBCTEC,CT,C
Honey BBQ Chicken Tenders No Mayo,Chicken Tenders,Chicken,,,,,HBCTNM,CT,C
Honey BBQ Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,,,,,HBCTEC,CT,C
Honey BBQ Chicken Tenders Spicy,Chicken Tenders,Chicken,,,,,HBCTS,CT,C
Honey BBQ Chicken Tenders Mild,Chicken Tenders,Chicken,,,,,HBCTM,CT,C
Honey BBQ Chicken Tenders BBQ,Chicken Tenders,Chicken,,,,,HBCTB,CT,C
4-piece Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,,,,,4HBCTS,CT,C
6-piece Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,,,,,6HBCTS,CT,C
4-piece Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,4HBCTM,CT,C
6-piece Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,6HBCTM,CT,C
4-piece Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,,,,,4HBCTL,CT,C
6-piece Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,,,,,6HBCTL,CT,C
Crispy Chicken Strips,Chicken Strips,Chicken,,,,,CCS,CS,C
Crispy Chicken Strips Small,Chicken Strips,Chicken,,,,,CCSS,CS,C
Crispy Chicken Strips Medium,Chicken Strips,Chicken,,,,,CCSM,CS,C
Crispy Chicken Strips Large,Chicken Strips,Chicken,,,,,CCSL,CS,C
Crispy Chicken Strips Extra Large,Chicken Strips,Chicken,,,,,CCSEL,CS,C
Crispy Chicken Strips King Size,Chicken Strips,Chicken,,,,,CCSKS,CS,C
Crispy Chicken Strips Family Size,Chicken Strips,Chicken,,,,,CCSFS,CS,C
4-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,4CCS,CS,C
6-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,6CCS,CS,C
8-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,8CCS,CS,C
